Channel,LQE,UpLink Power,Downlink Power,Time
18,4,-89.07982737,-87.36959568,5/7/17 7:40
19,6,-89.38139986,-88.20428693,5/7/17 7:40
20,8,-90,-90,5/7/17 7:40
21,6,-90,-90,5/7/17 7:40
24,6,-90,-90,5/7/17 7:40
26,6,-89.68807488,-87.9216988,5/7/17 7:40
11,7,-90,-89.07982737,5/7/17 7:40
12,7,-90,-90,5/7/17 7:40
13,7,-90,-89.68807488,5/7/17 7:40
14,7,-90,-90,5/7/17 7:40
15,7,-90,-90,5/7/17 7:40
16,5,-90,-89.07982737,5/7/17 7:40
17,3,-90,-90,5/7/17 7:40
18,3,-89.07982737,-88.20428693,5/7/17 7:40
19,6,-90,-86.57216784,5/7/17 7:40
20,6,-90,-90,5/7/17 7:40
21,5,-90,-89.68807488,5/7/17 7:40
24,5,-90,-90,5/7/17 7:40
26,5,-88.78321235,-87.9216988,5/7/17 7:40
11,8,-90,-89.07982737,5/7/17 7:40
12,8,-90,-89.68807488,5/7/17 7:40
13,8,-90,-89.07982737,5/7/17 7:40
14,8,-90,-89.68807488,5/7/17 7:40
15,8,-90,-89.68807488,5/7/17 7:40
16,5,-90,-90,5/7/17 7:40
17,5,-90,-90,5/7/17 7:40
18,5,-88.20428693,-87.36959568,5/7/17 7:40
19,10,-89.07982737,-87.36959568,5/7/17 7:40
20,12,-90,-89.68807488,5/7/17 7:40
21,9,-90,-90,5/7/17 7:40
23,9,-90,-90,5/7/17 7:40
26,9,-89.68807488,-88.20428693,5/7/17 7:40
11,10,-90,-88.49141223,5/7/17 7:40
12,10,-90,-90,5/7/17 7:40
13,10,-90,-89.38139986,5/7/17 7:40
14,10,-90,-90,5/7/17 7:40
15,10,-89.68807488,-90,5/7/17 7:40
16,6,-89.68807488,-89.07982737,5/7/17 7:40
17,5,-90,-90,5/7/17 7:40
18,5,-88.49141223,-88.49141223,5/7/17 7:40
19,9,-90,-87.36959568,5/7/17 7:40
20,9,-90,-90,5/7/17 7:40
21,8,-90,-90,5/7/17 7:40
23,8,-90,-90,5/7/17 7:40
24,8,-90,-90,5/7/17 7:40
26,8,-89.38139986,-88.78321235,5/7/17 7:40
11,9,-90,-88.49141223,5/7/17 7:40
12,9,-90,-90,5/7/17 7:40
13,8,-90,-88.49141223,5/7/17 7:40
14,8,-90,-90,5/7/17 7:40
15,4,-90,-90,5/7/17 7:40
16,4,-89.68807488,-89.38139986,5/7/17 7:40
17,5,-90,-90,5/7/17 7:40
18,5,-89.07982737,-88.20428693,5/7/17 7:40
19,7,-89.38139986,-87.9216988,5/7/17 7:40
20,9,-90,-90,5/7/17 7:40
23,7,-90,-90,5/7/17 7:40
24,7,-90,-90,5/7/17 7:40
26,7,-89.38139986,-89.38139986,5/7/17 7:40
11,9,-89.68807488,-88.49141223,5/7/17 7:40
12,10,-90,-90,5/7/17 7:40
13,10,-90,-90,5/7/17 7:40
14,9,-90,-90,5/7/17 7:40
15,9,-90,-90,5/7/17 7:40
16,7,-90,-89.38139986,5/7/17 7:40
17,5,-90,-90,5/7/17 7:40
18,5,-88.49141223,-88.20428693,5/7/17 7:40
19,9,-89.68807488,-86.31404735,5/7/17 7:41
20,9,-90,-90,5/7/17 7:41
21,8,-90,-89.07982737,5/7/17 7:41
24,7,-90,-90,5/7/17 7:41
26,7,-89.38139986,-89.07982737,5/7/17 7:41
11,9,-90,-89.07982737,5/7/17 7:41
12,9,-90,-90,5/7/17 7:41
13,9,-90,-89.38139986,5/7/17 7:41
14,9,-90,-90,5/7/17 7:41
15,9,-90,-90,5/7/17 7:41
16,5,-90,-89.07982737,5/7/17 7:41
17,4,-90,-90,5/7/17 7:41
18,4,-88.78321235,-86.57216784,5/7/17 7:41
19,7,-89.38139986,-88.78321235,5/7/17 7:41
20,9,-90,-90,5/7/17 7:41
21,7,-90,-89.68807488,5/7/17 7:41
26,7,-89.38139986,-88.49141223,5/7/17 7:41
11,9,-90,-90,5/7/17 7:41
12,9,-90,-89.68807488,5/7/17 7:41
13,9,-90,-89.38139986,5/7/17 7:41
14,9,-90,-89.38139986,5/7/17 7:41
15,9,-90,-89.68807488,5/7/17 7:41
16,9,-90,-90,5/7/17 7:41
17,6,-90,-90,5/7/17 7:41
18,4,-88.78321235,-87.36959568,5/7/17 7:41
19,7,-89.68807488,-88.49141223,5/7/17 7:41
20,8,-90,-89.68807488,5/7/17 7:41
21,6,-89.68807488,-89.68807488,5/7/17 7:41
24,7,-90,-90,5/7/17 7:41
25,7,-90,-90,5/7/17 7:41
26,7,-88.78321235,-88.78321235,5/7/17 7:41
11,10,-90,-89.68807488,5/7/17 7:41
12,10,-90,-90,5/7/17 7:41
13,10,-90,-89.38139986,5/7/17 7:41
14,10,-90,-89.38139986,5/7/17 7:41
15,7,-90,-89.68807488,5/7/17 7:41
16,6,-90,-89.68807488,5/7/17 7:41
17,6,-90,-90,5/7/17 7:41
18,5,-89.38139986,-87.64351265,5/7/17 7:41
19,7,-89.38139986,-88.20428693,5/7/17 7:41
20,9,-90,-90,5/7/17 7:41
21,6,-90,-89.38139986,5/7/17 7:41
24,6,-90,-90,5/7/17 7:41
26,6,-89.07982737,-88.78321235,5/7/17 7:41
11,8,-90,-89.38139986,5/7/17 7:41
12,8,-90,-90,5/7/17 7:41
13,8,-90,-89.68807488,5/7/17 7:41
14,8,-90,-90,5/7/17 7:41
15,8,-90,-90,5/7/17 7:41
16,6,-90,-89.07982737,5/7/17 7:41
17,5,-90,-90,5/7/17 7:41
18,5,-88.49141223,-88.49141223,5/7/17 7:41
19,8,-88.20428693,-87.9216988,5/7/17 7:41
20,13,-90,-90,5/7/17 7:41
21,10,-90,-90,5/7/17 7:41
23,10,-90,-90,5/7/17 7:41
24,10,-90,-90,5/7/17 7:41
26,10,-89.38139986,-88.20428693,5/7/17 7:41
11,12,-89.68807488,-89.07982737,5/7/17 7:41
12,13,-90,-90,5/7/17 7:41
13,13,-90,-89.68807488,5/7/17 7:41
14,13,-90,-90,5/7/17 7:41
15,9,-90,-90,5/7/17 7:41
16,5,-90,-89.38139986,5/7/17 7:41
17,5,-90,-90,5/7/17 7:41
18,5,-89.38139986,-86.83405012,5/7/17 7:41
19,7,-88.20428693,-86.57216784,5/7/17 7:41
20,11,-90,-89.68807488,5/7/17 7:41
21,9,-90,-89.68807488,5/7/17 7:41
26,8,-89.38139986,-89.07982737,5/7/17 7:41
11,10,-89.68807488,-87.64351265,5/7/17 7:41
12,11,-90,-90,5/7/17 7:41
13,11,-90,-89.68807488,5/7/17 7:41
14,11,-90,-90,5/7/17 7:41
15,11,-90,-89.68807488,5/7/17 7:41
16,11,-90,-89.07982737,5/7/17 7:41
17,9,-90,-90,5/7/17 7:41
18,5,-89.38139986,-88.78321235,5/7/17 7:41
19,7,-89.07982737,-87.9216988,5/7/17 7:41
20,9,-90,-88.78321235,5/7/17 7:41
21,7,-90,-90,5/7/17 7:41
23,6,-90,-90,5/7/17 7:41
26,6,-89.38139986,-88.49141223,5/7/17 7:41
11,8,-89.68807488,-88.78321235,5/7/17 7:41
12,9,-90,-90,5/7/17 7:41
13,9,-90,-89.68807488,5/7/17 7:41
14,9,-90,-89.38139986,5/7/17 7:41
15,9,-90,-90,5/7/17 7:41
16,7,-90,-90,5/7/17 7:41
17,5,-90,-90,5/7/17 7:41
18,5,-88.20428693,-86.83405012,5/7/17 7:41
19,9,-89.68807488,-88.20428693,5/7/17 7:41
20,10,-90,-89.38139986,5/7/17 7:41
21,8,-89.68807488,-89.38139986,5/7/17 7:41
24,8,-90,-90,5/7/17 7:41
26,8,-90,-88.20428693,5/7/17 7:41
11,8,-90,-89.68807488,5/7/17 7:41
12,8,-90,-90,5/7/17 7:41
13,8,-90,-90,5/7/17 7:42
14,8,-90,-90,5/7/17 7:42
15,8,-90,-90,5/7/17 7:42
16,4,-90,-90,5/7/17 7:42
17,3,-90,-90,5/7/17 7:42
18,3,-88.78321235,-87.09981751,5/7/17 7:42
19,5,-90,-87.9216988,5/7/17 7:42
20,5,-90,-90,5/7/17 7:42
21,5,-90,-89.07982737,5/7/17 7:42
24,5,-90,-90,5/7/17 7:42
26,5,-89.68807488,-89.38139986,5/7/17 7:42
11,6,-90,-90,5/7/17 7:42
12,6,-90,-90,5/7/17 7:42
13,6,-90,-90,5/7/17 7:42
14,6,-90,-90,5/7/17 7:42
15,6,-90,-89.68807488,5/7/17 7:42
16,3,-90,-90,5/7/17 7:42
17,3,-90,-90,5/7/17 7:42
18,3,-88.78321235,-86.05956766,5/7/17 7:42
19,6,-88.78321235,-87.09981751,5/7/17 7:42
20,9,-90,-90,5/7/17 7:42
21,9,-90,-89.07982737,5/7/17 7:42
24,9,-90,-90,5/7/17 7:42
25,9,-90,-90,5/7/17 7:42
26,9,-89.07982737,-88.49141223,5/7/17 7:42
11,11,-90,-89.68807488,5/7/17 7:42
12,11,-90,-90,5/7/17 7:42
13,11,-90,-90,5/7/17 7:42
14,11,-90,-90,5/7/17 7:42
15,8,-90,-90,5/7/17 7:42
16,5,-90,-90,5/7/17 7:42
17,5,-90,-90,5/7/17 7:42
18,5,-88.49141223,-86.83405012,5/7/17 7:42
19,8,-88.49141223,-87.64351265,5/7/17 7:42
20,12,-90,-89.68807488,5/7/17 7:42
21,10,-90,-90,5/7/17 7:42
24,10,-90,-90,5/7/17 7:42
25,10,-90,-90,5/7/17 7:42
26,10,-89.38139986,-88.78321235,5/7/17 7:42
11,11,-90,-89.68807488,5/7/17 7:42
12,11,-90,-90,5/7/17 7:42
13,11,-90,-89.38139986,5/7/17 7:42
14,11,-90,-90,5/7/17 7:42
15,8,-90,-89.68807488,5/7/17 7:42
16,4,-90,-90,5/7/17 7:42
17,4,-90,-90,5/7/17 7:42
18,4,-88.49141223,-87.9216988,5/7/17 7:42
19,8,-89.38139986,-88.20428693,5/7/17 7:42
20,9,-90,-89.68807488,5/7/17 7:42
21,8,-90,-89.68807488,5/7/17 7:42
23,8,-90,-90,5/7/17 7:42
25,8,-90,-90,5/7/17 7:42
26,8,-89.07982737,-89.07982737,5/7/17 7:42
11,10,-90,-87.64351265,5/7/17 7:42
12,10,-90,-90,5/7/17 7:42
13,10,-90,-89.68807488,5/7/17 7:42
14,10,-90,-90,5/7/17 7:42
15,6,-90,-89.68807488,5/7/17 7:42
16,5,-90,-89.68807488,5/7/17 7:42
17,5,-90,-90,5/7/17 7:42
18,5,-89.07982737,-87.09981751,5/7/17 7:42
19,7,-88.78321235,-86.83405012,5/7/17 7:42
20,10,-90,-89.68807488,5/7/17 7:42
21,8,-90,-89.68807488,5/7/17 7:42
23,8,-90,-90,5/7/17 7:42
24,8,-90,-90,5/7/17 7:42
26,8,-89.07982737,-88.20428693,5/7/17 7:42
11,10,-89.68807488,-88.78321235,5/7/17 7:42
12,11,-90,-90,5/7/17 7:42
13,11,-90,-89.68807488,5/7/17 7:42
14,11,-90,-89.68807488,5/7/17 7:42
15,9,-90,-89.68807488,5/7/17 7:42
16,6,-90,-89.38139986,5/7/17 7:42
17,6,-90,-90,5/7/17 7:42
18,6,-88.78321235,-87.9216988,5/7/17 7:42
19,9,-90,-88.20428693,5/7/17 7:42
20,9,-90,-90,5/7/17 7:42
21,6,-89.68807488,-88.49141223,5/7/17 7:42
24,6,-90,-90,5/7/17 7:42
25,6,-90,-90,5/7/17 7:42
26,6,-89.07982737,-88.20428693,5/7/17 7:42
11,9,-90,-90,5/7/17 7:42
12,9,-90,-90,5/7/17 7:42
13,9,-90,-90,5/7/17 7:42
14,9,-90,-90,5/7/17 7:42
15,6,-90,-89.68807488,5/7/17 7:42
16,6,-90,-90,5/7/17 7:42
17,6,-90,-90,5/7/17 7:42
18,5,-87.36959568,-85.80861003,5/7/17 7:42
19,10,-89.07982737,-87.36959568,5/7/17 7:42
20,13,-90,-90,5/7/17 7:42
21,10,-90,-88.78321235,5/7/17 7:42
24,10,-90,-90,5/7/17 7:42
25,10,-90,-90,5/7/17 7:42
26,10,-89.38139986,-88.49141223,5/7/17 7:42
11,12,-90,-90,5/7/17 7:42
12,12,-90,-90,5/7/17 7:42
13,12,-90,-89.68807488,5/7/17 7:43
14,12,-90,-90,5/7/17 7:43
15,6,-90,-90,5/7/17 7:43
16,4,-90,-90,5/7/17 7:43
17,4,-90,-90,5/7/17 7:43
18,4,-88.78321235,-87.09981751,5/7/17 7:43
19,7,-89.07982737,-86.83405012,5/7/17 7:43
20,10,-90,-89.68807488,5/7/17 7:43
21,8,-90,-89.38139986,5/7/17 7:43
24,8,-90,-90,5/7/17 7:43
26,8,-90,-89.07982737,5/7/17 7:43
11,8,-90,-90,5/7/17 7:43
12,8,-90,-90,5/7/17 7:43
13,8,-90,-90,5/7/17 7:43
14,8,-90,-89.38139986,5/7/17 7:43
15,8,-90,-90,5/7/17 7:43
16,5,-90,-90,5/7/17 7:43
17,2,-90,-90,5/7/17 7:43
18,2,-88.49141223,-86.31404735,5/7/17 7:43
19,6,-88.78321235,-88.20428693,5/7/17 7:43
20,9,-90,-89.38139986,5/7/17 7:43
21,9,-90,-90,5/7/17 7:43
24,9,-90,-90,5/7/17 7:43
25,9,-90,-90,5/7/17 7:43
26,9,-89.07982737,-88.78321235,5/7/17 7:43
11,12,-90,-89.38139986,5/7/17 7:43
12,12,-90,-90,5/7/17 7:43
13,12,-90,-90,5/7/17 7:43
14,12,-90,-90,5/7/17 7:43
15,8,-90,-89.07982737,5/7/17 7:43
16,5,-90,-89.07982737,5/7/17 7:43
17,5,-90,-90,5/7/17 7:43
18,5,-88.20428693,-87.9216988,5/7/17 7:43
19,9,-89.38139986,-88.20428693,5/7/17 7:43
20,11,-90,-89.07982737,5/7/17 7:43
21,8,-90,-90,5/7/17 7:43
23,8,-90,-90,5/7/17 7:43
24,8,-90,-90,5/7/17 7:43
26,8,-89.68807488,-88.78321235,5/7/17 7:43
11,9,-90,-89.07982737,5/7/17 7:43
12,9,-90,-90,5/7/17 7:43
13,9,-90,-90,5/7/17 7:43
14,9,-90,-90,5/7/17 7:43
15,5,-90,-89.38139986,5/7/17 7:43
16,3,-90,-89.68807488,5/7/17 7:43
17,3,-90,-90,5/7/17 7:43
18,3,-89.38139986,-87.09981751,5/7/17 7:43
19,5,-90,-88.20428693,5/7/17 7:43
20,5,-90,-90,5/7/17 7:43
21,4,-90,-90,5/7/17 7:43
23,4,-90,-90,5/7/17 7:43
24,4,-90,-90,5/7/17 7:43
25,4,-90,-90,5/7/17 7:43
26,4,-89.07982737,-89.07982737,5/7/17 7:43
11,6,-90,-89.68807488,5/7/17 7:43
12,6,-90,-90,5/7/17 7:43
13,6,-90,-90,5/7/17 7:43
14,5,-89.68807488,-90,5/7/17 7:43
15,6,-90,-89.07982737,5/7/17 7:43
16,6,-90,-89.68807488,5/7/17 7:43
17,6,-90,-90,5/7/17 7:43
18,6,-88.78321235,-87.36959568,5/7/17 7:43
19,9,-89.68807488,-87.64351265,5/7/17 7:43
20,10,-90,-89.68807488,5/7/17 7:43
21,7,-90,-89.38139986,5/7/17 7:43
24,7,-90,-90,5/7/17 7:43
25,7,-90,-90,5/7/17 7:43
26,7,-89.68807488,-89.38139986,5/7/17 7:43
11,7,-90,-90,5/7/17 7:43
12,7,-90,-90,5/7/17 7:43
13,7,-90,-90,5/7/17 7:43
14,7,-90,-90,5/7/17 7:43
15,4,-90,-89.68807488,5/7/17 7:43
16,3,-90,-89.68807488,5/7/17 7:43
17,3,-90,-90,5/7/17 7:43
18,3,-88.20428693,-85.80861003,5/7/17 7:43
19,7,-89.07982737,-88.49141223,5/7/17 7:43
20,10,-90,-89.38139986,5/7/17 7:43
21,9,-90,-88.49141223,5/7/17 7:43
24,9,-90,-90,5/7/17 7:43
25,9,-90,-90,5/7/17 7:43
26,9,-89.68807488,-89.38139986,5/7/17 7:43
11,10,-90,-90,5/7/17 7:43
12,10,-90,-90,5/7/17 7:43
13,10,-90,-90,5/7/17 7:43
14,10,-90,-90,5/7/17 7:43
15,6,-90,-90,5/7/17 7:43
16,3,-90,-89.68807488,5/7/17 7:43
17,3,-90,-90,5/7/17 7:43
18,3,-87.9216988,-87.09981751,5/7/17 7:43
19,8,-89.38139986,-87.09981751,5/7/17 7:43
20,10,-90,-89.07982737,5/7/17 7:43
21,9,-90,-89.38139986,5/7/17 7:43
24,9,-90,-90,5/7/17 7:43
25,9,-90,-90,5/7/17 7:43
26,9,-89.38139986,-89.07982737,5/7/17 7:43
11,10,-90,-90,5/7/17 7:43
12,10,-90,-90,5/7/17 7:43
13,10,-90,-89.68807488,5/7/17 7:44
14,10,-90,-90,5/7/17 7:44
15,6,-90,-89.68807488,5/7/17 7:44
16,4,-90,-90,5/7/17 7:44
17,4,-90,-90,5/7/17 7:44
18,4,-87.36959568,-86.31404735,5/7/17 7:44
19,10,-88.20428693,-88.20428693,5/7/17 7:44
20,14,-89.68807488,-88.49141223,5/7/17 7:44
21,13,-90,-88.20428693,5/7/17 7:44
24,13,-90,-90,5/7/17 7:44
25,13,-90,-90,5/7/17 7:44
26,13,-90,-89.07982737,5/7/17 7:44
11,13,-90,-90,5/7/17 7:44
12,13,-90,-89.68807488,5/7/17 7:44
13,13,-90,-89.68807488,5/7/17 7:44
14,13,-90,-90,5/7/17 7:44
15,7,-90,-89.38139986,5/7/17 7:44
16,3,-90,-89.68807488,5/7/17 7:44
17,2,-90,-90,5/7/17 7:44
18,2,-89.07982737,-85.80861003,5/7/17 7:44
19,5,-89.38139986,-87.9216988,5/7/17 7:44
20,6,-90,-89.07982737,5/7/17 7:44
21,6,-90,-89.68807488,5/7/17 7:44
24,6,-90,-90,5/7/17 7:44
25,6,-90,-90,5/7/17 7:44
26,6,-89.38139986,-88.20428693,5/7/17 7:44
